sequence|TLEN|data|validation
66014|40|myrmekite amphierotic assuasive enlister|e7c95835141877e13b275b5226332253e55d7f8a70bfa132bb909a74faa5347f
66015|34|twiddly depender Iscariotism spurn|96da9be8640fb4cdf590273a6d4b42fb19d9bc986e11a72e15370a5b8e5d310e
66016|49|arillodium outthunder unconciliable prudentialism|ab9dc5894f80d56c90a4e302c16eb85c4e478ea4bd514a1ef202b3c52c3d98df
66017|40|Smilodon supereffluence higgler Pandorea|2f64395a5026ee99b79bfcbffcc2d6dc31a8e15dc750862bce3078027f07550f
66018|39|psoriasic sepoy petrologic proextension|ad2032eb68d7b52345c2e6d4b8fb948d4005b8e255546b20cc1e20cc9df2be37
66019|43|cephalemia withershins benzaldehyde eelworm|781bdf14b52f43ba0130a57751368ffd4c968de35c90636d27646e3d8f1fdc51
66020|28|Rod bilby bandagist archwise|21f249df72d98c48ec7eb6775d747b2cbe3b544b2a8c700a56e19d878564d5a1
66021|45|backswording daddock precorrection hematocrit|403751f84f803ab2db2e40c13486720a26e77d05b06bedc1845250ee4b4b3cf4
66022|38|salad literate falconbill necrophilous|465065fa5fd62ff022efd850c47d0e1874054a2833b4bf412ddd37489eb38a3e
66023|36|Conolophus porky neopallium coistril|3d999c130f2adc7d337b6958c955b01e57be90d233c58d42716b94f8f8998992
66024|42|preconizer blastomere unicycle allineation|0149754b199e7f85e120594978aa9e62b6e0f5fd5a9011323f6ef07455bceb34
66025|38|awnlike sudation Quinquatria flyflower|aeca95ba1460084238507197ae2a1e2380eb58e281e8a791f28a2482ca436a0a
66026|52|Cestraciontes unelastic hypothecatory credensiveness|2f4a23854a90b003aac9086ca9bca45987ecb291a480c03285aae8f35ac88508
66027|46|harmonichord clathrarian scopoletin Chautauqua|b8461901d50a3a2e8227da46e72279ba51d92e5a02faf53b936a4fde96c8131a
66028|46|symphenomena activable monogenesist cardinalic|8e9013a6100706ce7cb8c2c92cb9ae67b1f60e06805d3d45ddf954c7a84feafc
66029|42|wilkin organonomy overeyebrowed bitterwort|8ba492e3e352722b3e9a9a6f2b775e8557332bb8a2d8df6b5ea35e815fd420e0
66030|39|assemblyman touchpiece Christed ancoral|842c970ee1b12cecaa1e21b610b1fbefcbe06d9d61ed7c7042d062c448ff0d7c
66031|29|cheiropody subah skunky fungo|5ff0f793b45a7d011f3df5778960368822b4f59f69612a9d5e6c92051706379a
66032|57|regalvanization unmeddling radicant anthropoclimatologist|cdd624ff151540e72a97dd57b334dde4a73ba7556b138fe97d15f5a753e91030
66033|47|dissoluteness veritistic craftsmaster marshalcy|4e6bb968fbdf876db0fa646b0c82243099494dd70e7f9377f5e65b6631d0afd1
66034|47|noncombining tipteerer squelchingness dialectal|83dc793b485be4e51f8859151b9ab205300d27ce492b9c0cbc0cbb676f89398a
66035|50|autocarpous suspectfulness adiantiform brabblingly|356b762bb7021df11f4607c3763e244ebbb14a9a4e8a47f5b022aae2fbaba1ce
66036|36|fole reinvention exotropia phocacean|6fd6397ab2dfb993f1a5bd7a6eddb485e3ee7da6828623da7d23487b44a467c4
66037|39|amphicyrtic picturably Platoda internee|f34e4b94707cbe65889f73d0095cc1a9ec818939ae6e73c38dd001dd1c9c6d04
66038|32|saving uredosporic aniseroot wis|7d00493bfa9190a6ec85028485dc4b0096c5d31cebd910f39a5ecc93d6d86feb
66039|56|hemibasidium Tasmanian undisqualifiable hydrofluosilicic|73262f36125a2f86dbdade2a6d46e4a8570e8a7f667ec5f8b8f4c047de48fdd8
66040|54|Plasmodiophorales zoophilia nonballoting labialization|f540878da7319a3efc8d93372efba3db4fa28896c27fff2ef53568a276e19814
66041|42|pluteiform semifine draftsman procommunist|38072ab92706d0e88c3fc2ef7c65baa8ed4098a4748a40497af4ecdff404cc69
66042|42|jacate aminoplast unfrenzied cholesteremia|ac5d5300e6ed02c4b65e85dacffea515c1c1d35c26a3e93d893fc4f16f5111e7
66043|39|remodify stopwater snubbing unipolarity|c16da94c122c1cf63ad23950f4acd043e60542ca1e19a7f9e84444bb8c3ff800
66044|46|indifferently witchleaf instancy encouragement|7e406d69e089a743568e185dc7239c43bc046186862c1c77b53e80b85ec57fa2
66045|43|Khamti unreflective oratorically undertaker|e38df0a424b7ec76dae2456157be366b4df567698ba9273ffab901d7e45c73eb
66046|35|heritably cladding Olax impregnator|07bc84795b517868b00cd97d8c33eba3582317a9bddb60763f7dc1f1b399d4f3
66047|50|multistratified locution Mastigopoda acetomorphine|d9e1ec82444462faa40c845e49d04524da94b98b217a9577c2aa354624761d31
66048|48|collaterality cultellus unsugared personificator|3af23bef2fa0930a382c2a593181620f2ae59eb075b0e6251f0cadd1fac99eea
66049|42|posteromedian aposiopetic themata estamene|7ee3404ca404167ee7cca2c29342dcf69797bdd88425c5a4793e326c08f055e0
66050|50|uneasefulness myxogastric underbeveling richterite|66bb95611b382bc08fe55346c5c4254e97a2411c335756d7bf5f6c7b4bf85249
66051|40|semirural antipsoric Ostara unelectronic|232288d79f0f9d3b9d627aa5cdc919968aa7e5c345459aa3c8b34cda2a1b53aa
66052|45|daydreamer allelotropism supralineal unritual|be41c838a7a47ad5587ded1401d74f21131c6c0e84940378db7f80a88d08ed70
66053|45|unctuously ruminatively predisputant enactory|02cc032bfb1e25410aa6609f5a8c88326fdbc1534e2dd1ec28d6ec4f677ad638
66054|34|eveque parate porometer Marcionite|37b22675087ac19f715f834667f93f87e4db6a7e837432aff000a7ff5aa94baf
66055|45|expostulatory gynecide anilinism macronuclear|7cfcc2e395965176f6eefc27a3d9120fbcd017c84705a6f10f723857a042c766
66056|40|pyolymph infusorial disrobement lubberly|88c150af673bd24e76db70af40f5be18a1d43557e35ba3cee72dc2a1422ffb83
66057|39|intertrading unlobed fascinate Axonopus|9f66c2ce23664eaebc26096dd419b7c3ed2e6b3a0965ace29e74ec8a714b6831
66058|35|exaction facingly denarius hypogene|57077dd90749e13036158bc9f78cbe1d9431fecf197d638d8c4b213fcd5a671f
66059|30|Zend hap antennular addlebrain|645a63c07405d45c62d550b4321b0d37d51dd7f9092c0526145ac97c6b1da335
66060|47|undersettle rectocystotomy unnephritic carinate|26d70f5e08fb5b2d55e2ea25c693dfe5f4490b01b5e9430517f988f6948b9c5d
66061|37|Nicaean vociferate Beelzebubian clima|b80a099f6d90b74d241f593a4fbe2a3a415c0d80ce72bd8355167e0bcef86205
66062|62|palaeontographic counterbalance proglottidean Machairodontidae|25bb5a08b13aaf82f0377f9ac37427cf2833917eb870193386cc19a5d4e144fd
66063|31|flyer nonsine hawfinch senilism|32f823308adb1172aa188c15a0bcc750bf082e79f262bfaa2b86f73864ee3eb0
66064|30|perisoma tonal ratton merciful|96580ecd7a49b6a9626514eaaa05f3c05102e5585fb4644d3de9f4e6b120678b
66065|47|pseudopneumonia chronaxie overskipper lacertoid|d57c0e503ac76b960921f8084e6aa0be1527a4e1de11070c91e2aa78b5cb995d
66066|39|dieb unanswerable gardenize reproachful|8118eff8966187a573ffaba1dfdb27835764d8b4e2cabcd0042d42a72cce407a
66067|40|cogent Masanao techiness pharyngomycosis|4dbf296e5a58f228eb49ac64438e14e11663c9736c17b3249c67a08560bd522a
66068|42|larvicolous bisymmetry romanticism Choisya|49af2b3e0f104bbe0290fd44e85cf58dc2e3cc159b3e2b8f29d265641e95eddb
66069|44|backboned slimishness frumentarious Perugian|0a9e18eab0fadfd58ce5a5c155e96c12069aa8f70f7ea279c2477dfbe0a736d1
66070|39|appay Miaotse tuboovarial unextinctness|666f4d15d59696e0f2e0c695c593270d6d2d08047e4c25ee6c59d7b2ac84d570
66071|48|unrelinquishably unannex teachless contributable|ff1e5390478f18af8fae4ecfef36ac9ec06d0a7ff826a369d66bbfd274a0e856
66072|38|stammering pollack fused intrusiveness|5250d3203ae0ced135365aef91eaf0aceade9aca04b30807057a58ec77a0cc73
66073|36|nonzealous adenoidal polymath tagged|c9f2e4b981ef2f72a3bc8727b02479054bcbd8e0b812b52d7d7d51fb6d3335eb
66074|49|subincomplete astrophotography oxidizing peastick|22f863cf7e50f63be396d376e5bea22c294e8ee3b6cd98cb84440186bc7210b0
66075|34|behear inappetence Muse potherment|9d10158bdff71bd85e812f84012d2bb4e550fafac2d4d8219e5b4d825f1f8cf8
66076|37|illure unpeg coelacanthoid cashcuttee|3d8ed4ccbc5f887ac08424e5bc9d9ff84bb78bfa7702b50eb5c1f394f0e7d8c5
66077|47|cacique angiorrhexis miscegenationist celialgia|e5f03ae9b5e7dc46802849b1b52866167a1ec9cce12097ce0b8023a77233c14c
66078|48|atheological unrighteousness sacchariferous sneb|e4076eab7d74d72e55d2a22fedc324cfcaa11d223931033bf84758416fa43b35
66079|53|pretransaction benefactorship organoboron reflexology|cc96bbb5b440b7c9dae344868a5733092a9c2ddafbaa357e97bac071014918ac
66080|34|rodney unturbid nickeline diggings|6495e26fe7274383dee4a280e366ee3d379c0cef77a6cd2e9911cbd059013f59
66081|40|Theraean congressive unallowing siziness|b78bf371e318026257a8fc842803c1cd0b2d55946ebe77f4fa3ba94391967fbe
66082|33|crankman fuchsite Tutelo unweapon|1abc31dbc42113026b1237c6e0ce3cb850791666dd19df29d22f58e77f70ba4a
66083|49|abhorrently moderatism alienability carbolfuchsin|67c0aeb26eca6cef011c0aef3eded993026b3e3091fda0499f4eea8ab6057e1d
66084|39|ultravicious sandan incomposed jaggedly|5946dc15198dfc36265ec8e7ae343c0b9809f23b63082c5687334ac54fcdcf6a
66085|40|billian infectionist phugoid counterbond|de7657b9ae810ab10b1c11f490adf3aa3df03fcf292e44881d86e787f2515ab0
66086|36|autonomasy ewelease reeded troopfowl|9235f199f6cf659bfc4e4acf5e484f96c8f9b492668887bbdf304a46ddcbea73
66087|47|Pseudosuchia Changuinan boneflower Greenbackism|d48c4b592ad7114241f214c9ac514bd806ee9aca3c7194856a353b9fc91e1f87
66088|42|hierarchism campsheeting Kolush Pleurotoma|9d591bee46c45c89792afda13ca1c0fb519c376b4ac422a197e69bc7efb79c3e
66089|37|wannish tollkeeper aesthetic overdare|a42f34f002c3fa49f8e64a50cea7e211a1c7132eb1e2785607b74b29db32d4e5
66090|45|marasmous amplificative compilation silverfin|1de0209fa03946b781c62feabcf649c93b7aa5be2ae5378c1d3467a713a0838f
66091|39|factiousness snakewood baxtone uncoifed|7dbe2558b5334d20f537430fcccfd3777b7e06e0d090908d2c353efe0b233c38
66092|43|intertransverse Fidelio kakar unbastinadoed|5061d28933ab8e007eeaf9aba4fcb53ddfb66a8e58cfcff3422d227009294bdf
66093|40|semitessular acrose poculary filamentule|5e32ce6856919c55bfb13c60905bda40dba5f00f313cf0924084095e5710895b
66094|46|divalent metascutal individuity plagioliparite|e4cf87081f222b29adae1499be3d1d6733cae5f42910f5388fa6e5a998b3eb98
66095|51|northeasternmost predominance unaneled unscaffolded|6d0cd1b7dfb0c4709044821d4d641c6f912af4ff47a7cebae58b3e1ee8e6fc0e
66096|40|polyesthesia presbyterium flange Tarazed|bfd86e4cf19f407a9d71ee4710164cbd0259d4ed0853c3ec215437f636f6399d
66097|36|Ranjit macromastia tortility winrace|55f4139ddb5b9800d0da921690ca0d1fd4e92fce582934b98be2b17c173688d4
66098|39|dimorphous kibble Rhynocheti tremorless|d3385cbb332cf78d0d2e263ae4c636023d971a0bf4721b116be45f0979d1975e
66099|35|uncinatum beggingly bosker Adhafera|b4e53958000c4a8a3c67fb3fd275aabcdbd7eea580af4f534f311dca8a0af114
66100|35|godet greaten nonary questionlessly|81f89cac69af75961536198ecf738299a234dc73b107c0d30bbec68c58942487
66101|39|protopappas Fay brambly prodistribution|58f5dcc403ac42c341289cdf1ee666f41719e6e95a74a81a703ebfad4f619d72
66102|41|surmountable Lamista wafer blastogranitic|4810fea2d159c9f83af6c2641315e90492f2cbcadc4c9d31e9444bf8b147eed5
66103|39|marshlike delirament prosode monography|d55569a8af189147effb74541962f6563a4e7fc6b45005167b7c368ae6c6dc26
66104|52|compartmentally nonconnivance Coquille chromatolysis|692aca62afde7d550c9479d3e197b3d9b6b39cabb939a713dc74ac0a494b0459
66105|42|unoperative chemotactic bollard hoodlumish|87c02b342acc319ddd99cbe5118e7300a5155f8126dfb03512c3f7035179ad3c
66106|36|prodigiously grad dialogical assured|16b481b21c7f9e88aebb615527d4f49d14322d9d513431b54455034c47130f8a
66107|36|alp reparably ultrachurchism drinker|36af8d45b68473f00ea129871d2ff7df6d4d0aed759e567851f3b07c21aa0182
66108|36|astutely longingly palmer Helianthus|2f3bdcb969f1d6138ecc53da224387cad0533bc062ae9e8bab44740ade2d182b
66109|38|vanisher Petiveriaceae coe modernicide|9e1525c01016635cfaeb830effae622d534076564b7c6fb025fbc5b9a234aee6
66110|42|prosecretin leadiness estuous theologaster|724dc081b5ee532279eb8430ea61eeedeb2f0f3e810faca8b22c07ed21d34866
66111|46|mischieve cubitiere unoverruled organochordium|faf187e3cdc1293496096bce0ac9d12e65e7c389b835049316737b67e415cc22
66112|35|augerer morality butanoic paraxonic|ec169d5e20af20b0ec6f8af5b4b4473ab6ca5e5bbbc83fcdf28d28aba55b96bb
66113|41|tamlung fablemaker whittle sacramentalism|fb8c09446f9ce7f11efc02f613f9abf0c15a4913eefe4c7a23e9e27e53424162
66114|40|diapase hubnerite trichocarpous aurelian|48e9a9358b3cd2aa50ee5fbb299a324d436c859a7cd6996ffdedfbf5842004df
66115|36|bandle overrealistic misword Monodon|5e634ba6f454c37a3e2951d416a4c9ecfac552c5b5554d4cc731c50e3f93c8d2
66116|41|preconcession spherify siris inauguratory|97f914901d91d9c51f472ed07da4a81c6a156a610795262c588cc1efaff9bc47
66117|35|zinc spading estampedero bootlicker|8893f39765b1c41ab70b207f0b154ead74086f20b1b7d6f67614623810208faa
66118|35|inequitably torpedo phacoidal scala|36e86ce905148d5558547f1e5d7faf541c4976900874013047dc98454a5bc59c
66119|50|circumspect interdash needleworker inheritableness|fa003b390be77a3205e4bfd1cf8d1fbb3d691bc0ed08e7928bf5cd0fcbdce7f3
66120|54|carancha scrambly overobsequiousness bacteriologically|da4212933a9a3d23c2b270eabf977566d640162527c0ccddf374bccd4dee79de
66121|38|cresorcinol unexcoriated arrogant gyve|2c6366bb7f1315315156e6690f991627aee62dec818e0ffcd5e9a18bbcdfe7c5
66122|44|fistularioid uredospore imageless vulgarness|d215ebca2f7b7dc856b3a359784c4b2010d64fe397d141157a55ac1056960509
66123|36|halberdman conopodium Arzava shakily|075c4276a712bf48e8706a64dfdd93b641686d41aaf467180b4e0aa5a5dbc067
66124|43|adsorbable prunelle protanopia fluorination|736fffbc296ac2b9079ceb61acf98afd6f281c4226094c5a71c5b7d66b61bc7c
66125|37|plumless fanning militiate thwarteous|b2a364977bf06cbf0218b5c6b0ffb0c8737a82ceb68ae2c216b5057746a6873e
66126|43|paleopicrite oligarchism isorithm cerebrose|348626d5acc26fa48165f8814b3e3f74942d85bb2e4d948b1155679f2c098aa6
66127|38|scabbily Brigittine obliviscence tramp|47e8a4abddc6f59753a98f3f9ae0e0a411262cd8332adab9b0e3f4e394fbc102
66128|41|unanswerable isotonicity Beethovian linea|76486b518c41d4c5f9ef9389d150cf09f7e3d62802b3e54c5a8fe396ca28ee43
66129|48|undenounced contiguous pinninervate Ornithodoros|0dcb2a2f0ab6c9b4077df00aeafe9d85ef23c02214e8b35015e64459eed4f023
66130|40|grossify nibs eucharistic anthologically|c5d1cf10db8bcf5dd3bc3faa61112e8d981c5dfe4b4a3441b81bbac1d827c880
66131|44|vinasse Markgenossenschaft relativity poodle|969fc5a92c6cf98a300e1e3e5394a09951fad80860b98e448c854e2cb881bb01
66132|35|paddled tetraptote rondo unhardened|03889d36aec0b20f7f2133f6f2de47837e7c9fe0d67cbc5086b219c54ce382f7
66133|45|semideveloped unheritable causate Scamandrius|93a42a4f213ea0914d26684a2576ee07c89cad99a06ad1ef7ac3ccaa4e9d1002
66134|29|untotaled kend uintjie stouty|3de49b9f0d7802318b73716a29b9d3583d14c4118a2b9f89684486b08fb99207
66135|52|fossilification reprehensively candymaker allotrylic|88f6fe7a34384df8f3126c00c14dd3c481e30369448d85df476458dc7f0c44fa
66136|47|photomorphosis scawd dermatology stethoscopical|45dac851bf9d4403a203aaacf6813b7953a18a6b568fd6a370a386cf96956787
66137|40|lachrymiform successively Czech deviltry|ca0f6d13a36686e4696182b5a9db6f94e450c08bca504f800dedc2b6c303fe15
66138|39|stichidium cucurbite satient preaxially|af63ea309fa35aecd71caad270d130d3589d488f08da4d188fe0984efe100526
66139|43|far undersacristan cryptanalysis ironhanded|1a1f65b8597cc6357ada268c9ced412f110334b0f422b747534b80dcc614502e
66140|37|giddy unshrined dillweed cosmopoietic|ce41a2dd5a6800564d66a8dbcd2f3bd2cfae65219b7c8f079dd5aa940dece20c
66141|37|unworn ethnicism atrochous restaurant|c3ce0e41b4d62e60f9c008d81835f6b798a5d32db2b965c7d65aea7d979ed69c
66142|35|Chuje banqueteering dook Birmingham|504f63368b3a186b3e2c9dd479237460562ef847b05149cc28a0d1ba78cc6d22
66143|38|liin eggberry nonparasitism ambuscader|c6632e3b913fd0f0a9841e0af427b7ae21d966e290d53bb9f54cb352100c40e7
66144|31|Sorex thooid routing unobjected|6b20f995ee5d1f88b584549e1bf6a29a86862c15636d756c25b8359915032f28
66145|40|allotrope hawthorny convive undepressing|273928fc85e52ec19de005fd8d453a108a1bce34ce0b109a4d8b63ec3fd9fb7d
66146|32|antelegal beden whipbelly sawbwa|501a063b469428da49097be5244f7a12afbe58964d4183320581daa0a8569254
66147|43|reincrudation unserried avicularia chordoid|d4a196a6c2c90cd41d47a2c88de13f309e9fd3349aa4e519a59b8149bc32ae5d
66148|36|myotony bobolink offscour backiebird|d7b0d1e092a8f9c368309e2a259be9e34b217edde98d3bbe4ace6a75c2ed7c41
66149|30|petrohyoid combmaker dewy untz|7f6e64a064e0b09f01408d01a9ac13499eae8c8508d4d9097720ea0336e56cef
66150|39|dormer impleach orthron nonrecuperation|39a61c1f853b0ae2a4630689fbab071bbf5b4bc328e846c79155304ca8183710
66151|37|plumbum Huguenot subarctic understage|e0b1ffd0888cfa1aee6f874898565ab56a01da1b63031dc111e5b1534dc606ba
66152|39|colubroid umiak antimetabole fathomless|b468123a7c665c1231d7169008fbfd5260e9ca32c6f4f048e10eb9ea9ece2956
66153|36|belout sulphocarbolic homodrome chaw|74d2ea99e1426d91f8755df0a2be44e01ccac0549f7f2535632de8909f474d8c
66154|39|blanketed wonderworthy blindworm gaunty|6980b815665da24e4970bd53201579607e98b2a2c6d741ec2fba872bbc340510
66155|34|heptagynous twofold five afterfall|d9422ae64487d51c0985d1e1b4b2d73234fec5637ac63947af5bec29d6c223db
66156|40|huggermugger molle stumbling retributory|793f85b93f3e46550bdb2ce3b7f6f5dee6b716be07d679876affea0285bb0125
66157|42|panpsychist preconsciously friz pityriasic|c3500433ba30b1e46d8a9c07baf0ada12516328b01e8eee8a43ab1ae0d4b0bfa
66158|35|chattily biconjugate spryly postboy|eacbdc58ff317d610d0c4760cc204b08809c7da6cec9fa617a9f53124a414dc4
66159|29|vastly timbo hypocoristic duo|b231d7a6cc4b8869958ab5a4ffbb125b0c80d21119f12fad910069defd9785b1
66160|36|magnetite cobrother bondar cubbyhole|8b84f71f3d09383b4a669b6f7550b761caf5cbf05edfa4554a4c7a3f07d9629a
66161|42|assidually spermy nondisjunctive friarhood|e77e9f76e23e3dc4b8d258a39e4052d8df2b2fca88c440f31d9aee5dd3b95aa7
66162|43|bephrase pickpocketry playback dermohumeral|2a37c37c2b9cde42a6498af534f21dd87e4793cab6fcfd63ada45760cd8f13d3
66163|40|micro Passiflora Kentish physiotherapist|4817d12ee3c5cbb5381ffad42dcc668d6774bd85867777b5092d711800b53d9e
66164|42|agrypnotic carnallite featherweed vinolent|a39928a9dc94c9d8f87a532be8a74a1f12bc753329f8523fee0e874252f53dcf
66165|45|Erethizontidae melithemia digitalis garnished|536edd8f607c2ae8de46ed1480173a275451bac28d76b5a508b07d7936bf8d1e
66166|33|trior trapstick Apiosoma inundate|c6707a4edbfb8d8f2bbebf3cd52b609daa7856a9d6c39f2a9c208f81f7757ca8
66167|36|brawling unwifely timeable chrisroot|666bad14ca658e36e2688c4ad24387e78ebed4fadd6022cfbe333f0db9490422
66168|46|uncollegiate disembarkation retemper Agrauleum|5551eb6124507660e4533d45deaac2b99ed0022617ed84dfbf9fe186acb70d8f
66169|45|phosphinic counteradvise amoebula abolishment|28696f40d075ed2c41fdc30c56c2a802a8cb323f0fbcbfef7866f64de0ae2da2
66170|42|squatterarchy tafia shoulderer terracework|2c53a4794c861ae8c61a6446b8c9985ef5746004d7c475be36841f1d766651db
66171|58|nosogeography seminocturnal alveolotomy fibrocartilaginous|f6d2e1b364c70cee7382e7c148d093d12b9b7386df669bc548d63d877bca885d
66172|35|Siceliot extispex hardheaded lodger|676ab8fb80ad145233b9d6f033ed8b4f920d6d32a0426d4a0cc3cc14d7f589db
66173|48|inobtrusive palingenetically rhinoceroid Laudist|dac12bf8288e0fdf6e657b0095c25d8b5d8c65fbbc64114d33ebbcc75c2fd2e8
66174|35|Capparidaceae yang paleness lousily|d47f22f07e665c959d43057afa13d77c5fcceeac6e464ecf94d8abde540728fc
66175|36|since congenitally Humean antiformin|d580d597b937551632af2e6efb081569cf3226f24145296a972713f5d4c618a6
66176|46|accouple fossilogist electrocapillary colombin|c2b061dd98be694fdd7155c4e1cdeab93cc36117ab483550b18a5c3a008a1ad3
66177|47|sapiutan afforestation scaremongering guanosine|a0e4118e5ab4fcc2e312ee0b6467804f301fd12a09376586160ee5291c0e626c
66178|42|housekeeping euphuistic parcel uninventful|45b4f794ce98b56f7ab6bdc6b0420880cfb47a49c4d61be989fd832909d0627f
66179|45|Grusian Songoi mysteriosophic uningenuousness|30169194ae3a392ad76d2ccdb600dffae000c6169a67a4f060e83051b5e3ca21
66180|47|thenceward untroublesomeness Sciurus Barmecidal|1e327ff317aeb2629cd6a99da515ea871fe3e3caaa21dfd039d34ef60bc95476
66181|41|manticism minister hypogeocarpous Spencer|ef8cdab2a23e30cbac709137c50d9e0e64e0bff5c1f2eca468353742318517ea
66182|40|symmetral pseudobrookite miasma pharisee|dc46e4786bedbac7422432a217e12fad706ae31b1bf3736f92afe49483c1a9e2
66183|52|precautional introspection mussily pleuroperitonaeal|8086f4433151c00508994bfae38ca938aefd2e6b8fb5f2c84169fcafa60e5ad3
66184|40|forewaters damnonians chemiatrist humite|faf37a96770c21b16a02bdd55e4632985b55b20889752a23547d83ee1cc1d5d6
66185|36|Placus unflated demarcator aquaplane|7909b531d20a663e0729a9c23ad86b3a1e690ed3c319d336139fd23ed2c9330b
66186|51|orective semivibration sulphophosphoric bifoliolate|d957141b03d0662d4acfd5e3c8c577eb4f26bfca65d0dd05c5f830fe4cf4cbbc
66187|35|lora cartogram hylegiacal overcheck|70db748f9c494bf42e71379173b3423e424b5524232975ada717053e122cbc3b
66188|42|over obtusifid ichthyocoprolite azogallein|0f83c14536deca0f93693dbc460cdac38d2e141654d5a369de90f9b9837a565f
66189|33|theretoward quatrino fumily Janet|4e6ed586d44e939a8c351a616eae561eb6eeb080e2f36c66fdafa5c9226440b0
66190|38|finery afflatus deny doubleheartedness|08ba05c1e0881b6daeea7ef6f534d2c0d37f8272ff5ac7734107b7cde3310345
66191|29|forgot scandium calymma agasp|9b98645ef15c45e880cb166591928feecf4423e28f85350c66a88767c7cb41e3
66192|35|kamboh thinking mesomorphous maudle|02105baeab4a54ddd2e6949ff728e05fa02fd153893e60e0f1b8757cde192a0a
66193|43|gorfly retroreflective planklike bullethead|027ddabc2503ad7995515d273a87d089b3e7b5acb1d6c3dfd96597d86673ec7f
66194|33|destrier dalesfolk zigzag clubbed|233f31f322766c780a0525aafb2b4676aea751b34e55062518aaa0ab1b8a95dc
66195|45|protensively homocarpous autonomic Pharsalian|935de56b5261590fb445aaf6dccc98361ef8dc24d098677ada274e42baa4676a
66196|45|ticketless uncrooking vagrantize unshapedness|0289dfdae320c65996664a8700e8b02e94a452ad1a95f116a20c23ee1dfb8896
66197|34|Micmac waggish conjoiner springily|60ed2533d504397a99abddc05b0d532ed72a26e90d887366583931ddbcce2a39
66198|46|overextension unthroned listlessness deuteride|c7698d514a9b8cdc108af7b3005bf6064d6fb3925a8905a98672db3f0cb904a7
66199|36|nebulite pranky Eusebian omphalosite|6a441e12378960ea18a2a85350826f64f7eded88ca1deb7832a06b12c8a076b4
66200|51|fortuneless quininiazation mezzograph trichomaphyte|b7fbfaa9acae3b6784ee0be32ec213a5b99595a5dea3cdb32edf9dcaa783a136
66201|28|mesne sanga abbatical viator|20f86c2182951a8ec6004a7e7b94327b844ba3d9c46c4610f79c114e58a50145
66202|33|enroll polyspaston Corin callosum|942afbd63c9b3d5799b51e4618b5795304490e595f8ef55b5051fe073a55307a
66203|36|warningly persiflage bowls rancorous|219b7e7bc391ef0e69d170fe50243e431c098935e82d109f7ad495cdddf9de0a
66204|33|toothy sapphired copulable phoebe|3482e6c2d819740fe50b225e06a4289503a53a294decf2d1c74b1dbd45b87405
66205|31|Helot splashy Orphicism Beluchi|0dbad93999ed94d3846de1db0c28b1d213de01e8ea8ffc2b91f874c94d80b2e8
66206|36|antecedency crowtoe lengther utahite|78bfe84168ef0011d24b1ad19c488dc3e59051a768882f4d83f5cf1ac8b0caaa
66207|44|uluhi hookmaking postencephalitic precedence|239040c916ee383da0144d84a65bede71cc1b9a52a7e16813537f21e47e0e5d5
66208|46|venerational guideboard isoimmunity tehseeldar|6d7d973b5735233e986fb3075e802f4df164905c290c280f39a5ef675930bbe2
66209|38|Solonic samaroid skyphoi nonirradiated|5b9000ef3ef9c3ac517bf8726f1c53e7714fcb96efe3ba8850302a308b195789
66210|49|disappearer masticator redescription uncatalogued|1375ca162c23fde5a76fefa9bf054fdc10ee5c38e84c886a22d853347d554e18
66211|45|bilaterality nondistribution shackanite Nabby|58f95a017ddc8b491baf3de7ceec8be63cbd47d1194883467a73815df2fbf4a7
66212|47|siderographical unparadise Chontaquiro nomadian|3a2b9cb4cb3116edd4dc7863e88c6d5400ce4afcdeb66995bcb935daaa40fc31
66213|48|scoleciform reimage superaccommodating gracelike|16df2b92cdd9cebf41c138609e581e76ea9f53738c4000691f374d72327c3541
66214|35|Fucoideae outbully tugging duckpond|b6df89cb044c8856cc0105295768e7dc9c2786897bb5a98296dbaa3b850ea43f
66215|50|prepurpose blizzardy nondiazotizable redissolvable|498ea33cf75ea4b1d8c4ee4451f121ffc38124550029f77c5ce1cfc9ef3946a4
66216|45|demonolatrous Charca radioacoustics celioncus|37b3b3f0bbd5e7d33260ac2e12001f8089a89c775326a919a1a10bfc74bd8b66
66217|37|arrope Huronian sageness equivalvular|842426b8a4bf502c1a03f9119c781564a2a212910cb5671f08fdbfdd59c1ac7d
66218|39|karite sternothyroid woodcut evacuative|f30d2e5075bb403058020eb4844f443607a0ec4e2bda1166d9697fd1384a1703
66219|46|criniparous bisaxillary scopulate irreportable|f6faf1035c7fa2459b3ae74123c186623e62bcb07b701cdc094b6b657f131adb
66220|43|kebbuck telepicture pantachromatic iterancy|0712ff755a256abddff8335c5c3a5e8177a3ad5ed6a63eb306853ec4d8187110
66221|41|downtake kernos aggression exponentiation|8c1e6bb87f2beacb0d27e21878cd2685c91144b31739c31e7819ce55ee639e2a
66222|42|Sahaptin diaphaneity biloculate polyparous|ad2d7b7e42163a97017187b5a586ba3d2e2a03e022966ca290d4444f77b2bcf6
66223|47|Averroistic encapsulation mismanager Arianistic|020cb4ec3c9229d6b384e4784e9ee6daa642b6cba176e2fd811f43264b6be186
66224|45|overwise interlocutor rigoristic newspaperman|27022f1dd8997a304c66263e1c8478f10c7d04161f83f8d6e12048f98f623044
